Frequency (Hz)	Level (dB)
890.625000	-58.762939
891.601562	-57.810917
892.578125	-59.598793
893.554688	-57.727222
894.531250	-57.499523
895.507812	-57.987862
896.484375	-57.932613
897.460938	-57.898037
898.437500	-57.315086
899.414062	-58.735886
900.390625	-60.349842
901.367188	-58.674736
902.343750	-59.376705
903.320312	-59.914963
904.296875	-59.936523
905.273438	-59.076378
906.250000	-57.746017
907.226562	-59.518227
908.203125	-58.813690
909.179688	-59.446106
910.156250	-59.688766
911.132812	-58.417130
912.109375	-58.878452
913.085938	-60.211884
914.062500	-59.224300
915.039062	-58.414154
916.015625	-58.930496
916.992188	-60.250713
917.968750	-58.801262
918.945312	-58.844227
919.921875	-59.098564
920.898438	-60.772038
921.875000	-60.019833
922.851562	-60.841103
923.828125	-59.847469
924.804688	-58.795166
925.781250	-59.709728
926.757812	-59.419689
927.734375	-59.464127
928.710938	-60.041237
929.687500	-58.855961
930.664062	-58.923676
931.640625	-60.378834
932.617188	-58.539291
933.593750	-58.865677
934.570312	-59.380051
935.546875	-59.422169
936.523438	-60.417686
937.500000	-59.405251
938.476562	-58.210518
939.453125	-59.979935
940.429688	-57.198883
941.406250	-58.225056
942.382812	-60.086998
943.359375	-60.173698
944.335938	-59.046535
945.312500	-60.073975
946.289062	-60.804165
947.265625	-58.576515
948.242188	-59.171432
949.218750	-59.754265
950.195312	-60.334927
951.171875	-59.078472
952.148438	-60.248737
953.125000	-59.490467
954.101562	-59.307869
955.078125	-60.592632
956.054688	-60.578178
957.031250	-59.821068
958.007812	-59.114594
958.984375	-60.320820
959.960938	-60.265026
960.937500	-59.978672
961.914062	-60.567657
962.890625	-61.163677
963.867188	-60.071316
964.843750	-59.317001
965.820312	-60.143700
966.796875	-60.295475
967.773438	-59.895363
968.750000	-60.868973
969.726562	-59.436531
970.703125	-59.517994
971.679688	-59.084621
972.656250	-60.805157
973.632812	-61.314377
974.609375	-61.251598
975.585938	-60.845055
976.562500	-61.540367
977.539062	-60.778202
978.515625	-60.634270
979.492188	-60.802116
980.468750	-59.617996
981.445312	-59.927326
982.421875	-61.314056
983.398438	-61.382832
984.375000	-59.011929
985.351562	-61.659378
986.328125	-59.213718
987.304688	-61.025639
988.281250	-59.909439
989.257812	-59.617836
990.234375	-60.310276
991.210938	-60.206676
992.187500	-61.461727
993.164062	-61.604866
994.140625	-60.346169
995.117188	-60.513561
996.093750	-61.742565
997.070312	-60.621117
998.046875	-60.526104
999.023438	-61.956318
1000.000000	-61.477203
1000.976562	-61.413280
1001.953125	-61.964382
1002.929688	-61.065968
1003.906250	-62.705097
1004.882812	-61.717609
1005.859375	-61.145794
1006.835938	-61.459667
1007.812500	-62.142048
1008.789062	-62.924919
1009.765625	-62.586746
1010.742188	-62.243259
1011.718750	-61.821091
1012.695312	-61.422218
1013.671875	-61.622574
1014.648438	-62.089836
1015.625000	-62.438122
1016.601562	-60.769161
1017.578125	-60.265968
1018.554688	-62.904442
1019.531250	-62.890945
1020.507812	-61.193195
1021.484375	-63.259045
1022.460938	-63.415516
1023.437500	-62.490433
1024.414062	-62.667557
1025.390625	-63.703411
1026.367188	-61.688652
1027.343750	-61.738869
1028.320312	-62.109245
1029.296875	-62.334282
1030.273438	-62.007278
1031.250000	-61.678093
1032.226562	-61.719978
1033.203125	-63.367123
1034.179688	-63.149151
1035.156250	-62.440910
1036.132812	-61.948399
1037.109375	-62.344494
1038.085938	-62.635166
1039.062500	-62.573086
1040.039062	-62.571022
1041.015625	-62.543510
1041.992188	-63.695259
1042.968750	-62.537029
1043.945312	-63.411404
1044.921875	-62.394073
1045.898438	-63.901917
1046.875000	-62.364788
1047.851562	-62.184982
1048.828125	-63.413811
1049.804688	-61.841156
1050.781250	-63.636581
1051.757812	-62.093754
1052.734375	-62.470692
1053.710938	-63.789070
1054.687500	-63.038559
1055.664062	-62.390797
1056.640625	-62.534607
1057.617188	-62.896152
1058.593750	-61.310219
1059.570312	-60.940617
1060.546875	-61.177544
1061.523438	-62.861347
1062.500000	-61.552376
1063.476562	-62.176678
1064.453125	-60.305008
1065.429688	-61.431820
1066.406250	-61.788849
1067.382812	-60.032005
1068.359375	-61.396271
1069.335938	-61.374378
1070.312500	-62.571762
1071.289062	-60.572510
1072.265625	-60.716766
1073.242188	-61.798840
1074.218750	-60.620838
1075.195312	-60.256371
1076.171875	-61.220695
1077.148438	-60.588326
1078.125000	-61.345882
1079.101562	-62.150288
1080.078125	-60.769951
1081.054688	-60.279373
1082.031250	-60.328037
1083.007812	-59.847416
1083.984375	-59.639328
1084.960938	-60.888283
1085.937500	-59.237679
1086.914062	-58.665962
1087.890625	-58.876625
1088.867188	-57.680080
1089.843750	-59.357460
1090.820312	-59.028149
1091.796875	-58.471344
1092.773438	-59.237823
1093.750000	-57.426178
1094.726562	-58.101181
1095.703125	-58.519039
1096.679688	-58.028492
1097.656250	-56.882290
1098.632812	-57.268726
1099.609375	-56.916779
