Frequency (Hz)	Level (dB)
1008.789062	-58.798889
1009.765625	-58.288567
1010.742188	-56.620457
1011.718750	-57.492764
1012.695312	-57.153870
1013.671875	-57.043003
1014.648438	-56.448048
1015.625000	-57.582535
1016.601562	-56.800701
1017.578125	-56.033478
1018.554688	-57.118946
1019.531250	-57.114277
1020.507812	-57.068649
1021.484375	-56.260216
1022.460938	-56.355000
1023.437500	-55.809750
1024.414062	-56.257881
1025.390625	-55.717152
1026.367188	-56.532990
1027.343750	-55.215000
1028.320312	-55.790226
1029.296875	-56.347626
1030.273438	-55.375538
1031.250000	-55.345261
1032.226562	-57.668835
1033.203125	-56.153725
1034.179688	-55.207916
1035.156250	-55.669350
1036.132812	-56.568150
1037.109375	-56.879063
1038.085938	-55.415974
1039.062500	-57.458130
1040.039062	-55.581345
1041.015625	-57.154003
1041.992188	-55.771263
1042.968750	-55.994598
1043.945312	-55.942551
1044.921875	-55.698933
1045.898438	-55.163120
1046.875000	-58.071209
1047.851562	-55.964382
1048.828125	-55.342281
1049.804688	-55.370258
1050.781250	-55.137444
1051.757812	-56.712448
1052.734375	-56.663544
1053.710938	-56.749886
1054.687500	-56.429020
1055.664062	-55.498119
1056.640625	-55.298603
1057.617188	-56.026402
1058.593750	-55.170368
1059.570312	-55.643890
1060.546875	-56.345165
1061.523438	-56.156605
1062.500000	-56.967430
1063.476562	-57.042496
1064.453125	-55.488789
1065.429688	-56.530155
1066.406250	-57.331017
1067.382812	-57.098949
1068.359375	-57.411835
1069.335938	-56.442387
1070.312500	-56.871243
1071.289062	-58.011745
1072.265625	-59.631535
1073.242188	-58.612175
1074.218750	-57.944313
1075.195312	-57.139629
1076.171875	-58.871056
1077.148438	-58.638931
1078.125000	-58.547001
1079.101562	-60.034668
1080.078125	-58.673645
1081.054688	-59.991989
1082.031250	-59.798111
1083.007812	-59.613503
1083.984375	-59.964680
1084.960938	-61.828426
1085.937500	-60.940197
1086.914062	-59.740639
1087.890625	-60.794216
1088.867188	-60.651089
1089.843750	-60.254856
1090.820312	-61.552113
1091.796875	-61.859661
1092.773438	-62.350525
1093.750000	-60.809582
1094.726562	-60.933041
1095.703125	-60.507244
1096.679688	-61.644341
1097.656250	-61.669960
1098.632812	-61.550064
1099.609375	-61.872524
1100.585938	-62.759083
1101.562500	-60.872738
1102.539062	-61.246586
1103.515625	-61.059586
1104.492188	-61.920540
1105.468750	-61.831837
1106.445312	-62.140778
1107.421875	-62.613514
1108.398438	-61.410923
1109.375000	-61.942516
1110.351562	-62.068035
1111.328125	-62.321739
1112.304688	-62.417095
1113.281250	-62.333511
1114.257812	-60.936733
1115.234375	-61.443382
1116.210938	-62.839947
1117.187500	-61.969612
1118.164062	-63.164818
1119.140625	-61.645447
1120.117188	-62.312012
1121.093750	-61.836082
1122.070312	-62.158970
1123.046875	-61.777096
1124.023438	-61.550053
1125.000000	-62.045704
1125.976562	-61.050098
1126.953125	-62.344715
1127.929688	-61.556343
1128.906250	-62.777073
1129.882812	-62.173206
1130.859375	-61.268433
1131.835938	-62.021564
1132.812500	-60.967922
1133.789062	-63.099709
1134.765625	-62.177792
1135.742188	-61.073551
1136.718750	-60.929886
1137.695312	-61.598915
1138.671875	-61.182251
1139.648438	-61.362190
1140.625000	-62.181618
1141.601562	-60.761532
1142.578125	-62.853752
1143.554688	-60.110729
1144.531250	-62.911282
1145.507812	-61.607548
1146.484375	-59.520653
1147.460938	-60.138309
1148.437500	-58.984932
1149.414062	-60.155449
1150.390625	-59.446899
1151.367188	-59.019115
1152.343750	-59.818253
1153.320312	-59.413326
1154.296875	-58.305241
1155.273438	-58.386864
1156.250000	-59.950798
1157.226562	-58.612938
1158.203125	-60.359047
1159.179688	-60.213062
1160.156250	-59.019871
1161.132812	-59.128956
1162.109375	-59.754635
1163.085938	-60.051903
1164.062500	-60.351139
1165.039062	-60.263237
1166.015625	-60.337826
1166.992188	-59.575001
1167.968750	-60.177814
1168.945312	-60.255142
1169.921875	-59.273582
1170.898438	-59.917423
1171.875000	-58.475922
1172.851562	-59.291969
1173.828125	-60.884293
1174.804688	-60.089066
1175.781250	-59.780571
1176.757812	-59.731277
1177.734375	-59.330040
1178.710938	-59.033833
1179.687500	-59.684166
1180.664062	-59.609203
1181.640625	-59.916718
1182.617188	-58.837360
1183.593750	-59.283726
1184.570312	-59.782703
1185.546875	-59.948235
1186.523438	-59.486233
1187.500000	-60.956615
1188.476562	-59.319672
1189.453125	-58.709675
